Prediction,Label,Filename
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
1,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,0,03-01-02-02-01-02-15.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
1,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,1,03-01-05-01-02-02-01.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
0,0,03-01-02-01-01-01-09.wav
